"_id","Al","B","C","Co","Cr","Fe","Hf","Mo","Nb+Ta","Ni","Pt","Re","Si","Ta","Ti","W","Y","Zr","低温施加载荷/工作能力（应力乘以变形应变）","低温施加载荷/温度","力学性能/应变","加压/压强","加热/温度","固溶处理油淬/时间","固溶处理油淬/温度","均匀化处理/时间","均匀化处理/温度","备注","应变测试/冲击速率","应变测试/应变位置","应变测试/径向位置","应变测试/时间","应变测试/长轴位置","持续时间/持续时间","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","时效处理/时间","时效处理/温度","时效处理/空冷","时效处理空冷/时间","时效处理空冷/温度","材料牌号","样品中位置/样品中位置","样品尺寸/d1","样品尺寸/d4","样品尺寸/d5","样品尺寸/样品d0","样品尺寸/模锻前RCS齿轮直径","样品尺寸/模锻后RCS齿轮直径","模锻/模锻","热加工/应变速率","热加工/时间","热加工/温度","热加工前处理/时间","热加工前处理/温度","热处理1/冷却速率","热处理1/时间","热处理1/温度","热处理2/冷却速率","热处理2/时间","热处理2/温度","热处理3/冷却速率","热处理3/时间","热处理3/温度","热处理4/冷却速率","热处理4/时间","热处理4/温度","热处理5/时间","热处理5/温度","第一次轧制/温度","第二次轧制/温度","等温蠕变实验/压力","等温蠕变实验/温度","等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/1min）","蠕变测试/初始压力","蠕变测试/初始温度","蠕变测试/时间","蠕变测试/测试温度","非等温蠕变实验/第一段时间","非等温蠕变实验/第一段温度","非等温蠕变实验/第三段时间","非等温蠕变实验/第三段温度","非等温蠕变实验/第二段时间","非等温蠕变实验/第二段温度","非等温蠕变实验/第四段时间","非等温蠕变实验/第四段温度","非等温蠕变实验/蠕变寿命","非等温蠕变实验/蠕变寿命/参考寿命","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/10min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/11min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/12min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/13min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/14min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/15min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/16min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/17min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/18min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/19min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/1min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/20min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/21min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/22min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/23min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/24min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/25min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/26min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/27min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/28min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/29min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/2min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/30min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/31min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/32min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/33min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/34min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/35min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/3min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/4min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/5min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/6min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/7min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/8min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/9min）"
"ObjectId(""5b4c8f42e6b1a81674aab373"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.779153",,,,,,,"",,"径向 ","8.03114inch",,,,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"430mm","380mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8f47e6b1a81674aab375"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.898495",,,,,,,"",,"径向 ","4.03684inch",,,,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"430mm","380mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8f4ce6b1a81674aab377"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.710346",,,,,,,"",,"表面下25mm",,,"-21.9974inch",,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"460mm","406mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8f51e6b1a81674aab379"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.738338",,,,,,,"",,"表面下25mm",,,"-18.0647inch",,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"460mm","406mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8f56e6b1a81674aab37b"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.906385",,,,,,,"",,"径向 ","3.03133inch",,,,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"430mm","380mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8f5be6b1a81674aab37d"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.869783",,,,,,,"",,"径向 ","5.02011inch",,,,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"430mm","380mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8f5fe6b1a81674aab37f"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.705022",,,,,,,"",,"表面下25mm",,,"-15.9897inch",,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"460mm","406mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8f64e6b1a81674aab381"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.804889",,,,,,,"",,"径向 ","7.04763inch",,,,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"430mm","380mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8f69e6b1a81674aab383"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.75963",,,,,,,"",,"表面下25mm",,,"-20.0505inch",,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"460mm","406mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8f6fe6b1a81674aab385"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.748716",,,,,,,"",,"表面下25mm",,,"-28.0925inch",,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"460mm","406mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8f73e6b1a81674aab387"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.770954",,,,,,,"",,"表面下25mm",,,"-26.0125inch",,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"460mm","406mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8f78e6b1a81674aab389"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.773005",,,,,,,"",,"表面下25mm",,,"-30.0328inch",,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"460mm","406mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8f7de6b1a81674aab38b"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.848501",,,,,,,"",,"径向 ","6.02452inch",,,,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"430mm","380mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8f87e6b1a81674aab38d"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.900301",,,,,,,"",,"径向 ","-0.00818881inch",,,,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"430mm","380mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8f8ce6b1a81674aab38f"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.900909",,,,,,,"",,"径向 ","1.96311inch",,,,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"430mm","380mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8f91e6b1a81674aab391"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.9173",,,,,,,"",,"中线 ",,,"-16.0833inch",,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"430mm","380mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8f96e6b1a81674aab393"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.905972",,,,,,,"",,"中线 ",,,"-28.072inch",,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"430mm","380mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8f9be6b1a81674aab395"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.926085",,,,,,,"",,"中线 ",,,"-20.0277inch",,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"430mm","380mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8f9fe6b1a81674aab397"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.906266",,,,,,,"",,"中线 ",,,"-30.0451inch",,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"430mm","380mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8fa4e6b1a81674aab399"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.9231",,,,,,,"",,"中线 ",,,"-22.0014inch",,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"430mm","380mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8fa9e6b1a81674aab39b"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.591703",,,,,,,"",,"表面下25mm",,,"-11.9224inch",,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"430mm","380mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8faee6b1a81674aab39d"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.937266",,,,,,,"",,"中线 ",,,"-18.0524inch",,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"430mm","380mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8fb3e6b1a81674aab39f"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.898952",,,,,,,"",,"中线 ",,,"-13.9658inch",,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"430mm","380mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8fb8e6b1a81674aab3a1"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.937993",,,,,,,"",,"中线 ",,,"-11.9357inch",,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"430mm","380mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8fbde6b1a81674aab3a3"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.938449",,,,,,,"",,"中线 ",,,"-25.9939inch",,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"430mm","380mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8fc1e6b1a81674aab3a5"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.748325",,,,,,,"",,"表面下25mm",,,"-14.0074inch",,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"430mm","380mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8fc6e6b1a81674aab3a7"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.939794",,,,,,,"",,"中线 ",,,"-24.0205inch",,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"430mm","380mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8fcbe6b1a81674aab3a9"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.899852",,,,,,,"",,"径向 ","0.997934inch",,,,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"430mm","380mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8fd5e6b1a81674aab3ab"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.556725",,,,,,,"",,"表面下25mm",,,"-26.0554inch",,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"430mm","380mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8fdae6b1a81674aab3ad"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.683297",,,,,,,"",,"表面下25mm",,,"-24.0292inch",,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"430mm","380mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c8fe4e6b1a81674aab3b1"")","0.4","0.002","0.02wt.%",,"17.35","17",,"2.8","5.3","Bal",,,,,"0.85",,,,,,"0.667741",,,,,,,"",,"表面下25mm",,,"-18.0129inch",,"Antolovich B, Evans M. Predicting grain size evolution of UDIMET alloy 718 during the"" cogging"" process through the use of numerical analysis[C]//Ninth International Symposium on Superalloys. 2000: 39-47.","10.11961/mater0203.MGI.20171221.ds.0080","尹海清","摘录","张桐","2018-01-09",,,,,,"UDIMET alloy 718",,,,,,"430mm","380mm","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
