"/温度","_id","Al","B","C","Cb","Co","Cr","Fe","Hf","Mn","Mo","Nb","Ni","Re","Si","Ta","Ti","W","Zr","保温/保温时间","保温/拉伸温度","保温/第二次时效温度","冷却/油冷","冷却/空冷","力学性能/抗拉强度","固溶/固溶温度","固溶处理/时间","固溶处理/温度","固溶热处理/加热时间","固溶热处理/加热温度","固溶热处理/升温速度","固溶热处理/炉冷时间","固溶热处理/炉冷温度","固溶热处理/第一次保温时间","固溶热处理/第一次保温温度","固溶热处理/第三次保温时间","固溶热处理/第三次保温温度","固溶热处理/第二次保温时间","固溶热处理/第二次保温温度","固溶热处理/第四次保温时间","固溶热处理/第四次保温温度","备注","拉伸实验/测试温度","拉伸测试/变形量","拉伸测试/应变速率","拉伸测试/测试温度","拉伸测试/温度","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","时效/低温时效温度","时效/拉伸塑形应变","时效/第一次时效时间","时效/高温时效温度","时效1/时效时间","时效1/时效温度","时效处理/时间","时效处理/温度","材料牌号","棒料拉伸测试/温度","油淬/第一次时效温度","油淬/第二次时效时间","测试温度/温度","炉冷/温度","热处理工艺/一次空冷温度","热处理工艺/二次空冷温度","热处理工艺/冷却时间","热处理工艺/冷去时间","热处理工艺/加热时间","热处理工艺/加热温度","热处理工艺/炉冷温度","热处理工艺/空冷温度","热挤压/热挤压温度","热等静压/压力","热等静压/时间","热等静压/温度","热轧/热轧时间","热轧/热轧温度","片料拉伸测试/温度","直径/坯料直径","空冷热处理1/时间","空冷热处理1/温度","空冷热处理2/时间","空冷热处理2/温度","空冷热处理3/时间","空冷热处理3/温度","试样放置于高温/时间","试样放置于高温/温度","试样置于高温/放置温度","退火/退火时间","退火/退火温度","重量/铸锭重量"
,"ObjectId(""5b4d5901e6b1a819a85d9fcd"")","2.3","0.02","0.03",,"25.0","13.5wt.%",,,,"2.8",,"balance",,,,"6.2","1.2","0.03","4h","25℃","760℃",,,"1577.00Mpa","1100℃",,,,,,,,,,,,,,,,"",,,,,,"Huron E S, Reed R C, Hardy M C, et al. Controlling the Deformation Mechanism in Disk Superalloy at Low and Intermediate Temperatures[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:35-42.","10.11961/mater0203.MGI.20171221.ds.0023","尹海清","摘录","杨国强","2018-01-08",,"1.0%","24h",,,,,,"TMW-4M3",,"650℃","16h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d590be6b1a819a85d9fd1"")","2.3","0.02","0.03",,"25.0","13.5wt.%",,,,"2.8",,"balance",,,,"6.2","1.2","0.03","4h","750℃","760℃",,,"547.00Mpa","1100℃",,,,,,,,,,,,,,,,"",,,,,,"Huron E S, Reed R C, Hardy M C, et al. Controlling the Deformation Mechanism in Disk Superalloy at Low and Intermediate Temperatures[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:35-47.","10.11961/mater0203.MGI.20171221.ds.0023","尹海清","摘录","杨国强","2018-01-08",,"1.0%","24h",,,,,,"TMW-4M3",,"650℃","16h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d591ae6b1a819a85d9fd7"")","2.3","0.02","0.03",,"25.0","13.5wt.%",,,,"2.8",,"balance",,,,"6.2","1.2","0.03","4h","700℃","760℃",,,"820.00Mpa","1100℃",,,,,,,,,,,,,,,,"",,,,,,"Huron E S, Reed R C, Hardy M C, et al. Controlling the Deformation Mechanism in Disk Superalloy at Low and Intermediate Temperatures[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:35-45.","10.11961/mater0203.MGI.20171221.ds.0023","尹海清","摘录","杨国强","2018-01-08",,"1.0%","24h",,,,,,"TMW-4M3",,"650℃","16h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d592ee6b1a819a85d9fdf"")","2.3","0.02","0.03",,"25.0","13.5wt.%",,,,"2.8",,"balance",,,,"6.2","1.2","0.03","4h","400℃","760℃",,,"1426.00Mpa","1100℃",,,,,,,,,,,,,,,,"",,,,,,"Huron E S, Reed R C, Hardy M C, et al. Controlling the Deformation Mechanism in Disk Superalloy at Low and Intermediate Temperatures[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:35-43.","10.11961/mater0203.MGI.20171221.ds.0023","尹海清","摘录","杨国强","2018-01-08",,"1.0%","24h",,,,,,"TMW-4M3",,"650℃","16h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d593de6b1a819a85d9fe5"")","2.3","0.02","0.03",,"25.0","13.5wt.%",,,,"2.8",,"balance",,,,"6.2","1.2","0.03","4h","650℃","760℃",,,"1100.00Mpa","1100℃",,,,,,,,,,,,,,,,"",,,,,,"Huron E S, Reed R C, Hardy M C, et al. Controlling the Deformation Mechanism in Disk Superalloy at Low and Intermediate Temperatures[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:35-44.","10.11961/mater0203.MGI.20171221.ds.0023","尹海清","摘录","杨国强","2018-01-08",,"1.0%","24h",,,,,,"TMW-4M3",,"650℃","16h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d5942e6b1a819a85d9fe7"")","2.3","0.02","0.03",,"25.0","13.5wt.%",,,,"2.8",,"balance",,,,"6.2","1.2","0.03","4h","725℃","760℃",,,"658.00Mpa","1100℃",,,,,,,,,,,,,,,,"",,,,,,"Huron E S, Reed R C, Hardy M C, et al. Controlling the Deformation Mechanism in Disk Superalloy at Low and Intermediate Temperatures[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:35-46.","10.11961/mater0203.MGI.20171221.ds.0023","尹海清","摘录","杨国强","2018-01-08",,"1.0%","24h",,,,,,"TMW-4M3",,"650℃","16h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d824ee6b1a815d464ef6a"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"660.1380424665Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"9.82%","0.01s-1",,"927℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d8258e6b1a815d464ef6e"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"648.35701364618Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"12.58%","0.01s-1",,"927℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d825de6b1a815d464ef70"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"630.5484817085Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"13.26%","0.01s-1",,"927℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d8262e6b1a815d464ef72"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"660.79137322398Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"8.428%","0.01s-1",,"927℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d8267e6b1a815d464ef74"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"619.58938513146Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"14.25%","0.01s-1",,"927℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d826ce6b1a815d464ef76"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"605.19503328123Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"15.11%","0.01s-1",,"927℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d8271e6b1a815d464ef78"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"656.11268199301Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"10.958%","0.01s-1",,"927℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d8276e6b1a815d464ef7a"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"661.33932805283Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"7.25%","0.01s-1",,"927℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d827ae6b1a815d464ef7c"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"663.95265108274Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"9.15%","0.01s-1",,"927℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d827fe6b1a815d464ef7e"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"648.75744217496Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"11.726%","0.01s-1",,"927℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d829de6b1a815d464ef88"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"638.83102969845Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"3.0%","0.01s-1",,"927℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d82a2e6b1a815d464ef8a"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"136.0824742268Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"8.27%","0.000001s-1",,"760℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d82a7e6b1a815d464ef8c"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"16.94444932296Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"8.675%","0.000001s-1",,"760℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d82ace6b1a815d464ef8e"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"555.71049719876Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"1.195%","0.01s-1",,"927℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d82b0e6b1a815d464ef90"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"489.47118846485Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"0.696%","0.01s-1",,"927℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d82b5e6b1a815d464ef92"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"395.11758197369Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"0.466%","0.01s-1",,"927℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d82bae6b1a815d464ef94"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"108.38968018406Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"0.139%","0.01s-1",,"927℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d82bfe6b1a815d464ef96"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"297.16011872355Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"0.462%","0.01s-1",,"927℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d82c4e6b1a815d464ef98"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"76.566149739195Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"8.36%","0.000001s-1",,"760℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d82c9e6b1a815d464ef9a"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"658.87353132299Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"5.03%","0.01s-1",,"927℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d82cee6b1a815d464ef9c"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"192.12139306978Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"8.139%","0.000001s-1",,"760℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d82d3e6b1a815d464ef9e"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"195.78847538594Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"0.278%","0.01s-1",,"927℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d82d8e6b1a815d464efa0"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"654.72171973516Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"6.44%","0.01s-1",,"927℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d82dde6b1a815d464efa2"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"611.3068371415Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"2.01%","0.01s-1",,"927℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d82e2e6b1a815d464efa4"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"652.4034493054Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"3.91%","0.01s-1",,"927℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d82ebe6b1a815d464efa6"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"244.57753033949Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"8.18%","0.000001s-1",,"760℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d82f0e6b1a815d464efa8"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"637.60866892639Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"5.62%","0.000001s-1",,"760℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d82f5e6b1a815d464efaa"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"701.76153427352Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"3.09%","0.000001s-1",,"760℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d82fbe6b1a815d464efac"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"719.46469028258Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"2.64%","0.000001s-1",,"760℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d8300e6b1a815d464efae"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"687.40933279475Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"3.86%","0.000001s-1",,"760℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d8304e6b1a815d464efb0"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"430.14454064876Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"7.87%","0.000001s-1",,"760℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d8309e6b1a815d464efb2"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"307.61341084318Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"8.05%","0.000001s-1",,"760℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ObjectId(""5b4d830ee6b1a815d464efb4"")","4.9","0.16","0.l5",,"13.2","14.3wt.%",,,,"3.3",,"balance",,,,"3.7",,"0.04",,,,,,"602.05483060819Mpa",,"24h","1232℃",,,,,,,,,,,,,,"",,"6.84%","0.000001s-1",,"760℃","Jensen R R, Howson T E, Tien J K. Very Slow Strain Rate Stress-Strain Behavior and Resisting Stress for Creep in a Nickel-Base Superalloy[C]// Superalloys. 1980:679-688.","10.11961/mater0203.MGI.20171221.db.0011","尹海清","摘录","邓正华","2018-01-08",,,,,,,"46h","982℃","Udimet-115",,,,,"1000℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,
